gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
923912887	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/823058/original.jpg	https://www.inaturalist.org/photos/823058					2014-05-01T12:59:33Z	zoedoiron		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	zoedoiron
923909460	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/345834/original.jpg	https://www.inaturalist.org/photos/345834					2013-05-26T00:00:00Z	Susan Elliott		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Susan Elliott
911504405	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/902415/original.jpg	https://www.inaturalist.org/photos/902415					2014-05-22T00:00:00Z	James Steamer		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	James Steamer
910501114	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/862101/original.jpg	https://www.flickr.com/photos/55368994@N06/14239684253/					2014-05-19T04:29:11Z	Scott Loarie		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	Scott Loarie
910496009	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/843988/original.jpg	https://www.inaturalist.org/photos/843988					2014-05-07T11:29:23Z	David Yeany		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	David Yeany
910491942	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/663526/original.JPG	https://www.inaturalist.org/photos/663526					2014-02-04T17:41:42Z	Nathaniel Solley		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Nathaniel Solley
899980414	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/833380/original.jpg	https://www.inaturalist.org/photos/833380					2014-05-05T13:11:15Z	Kyle Jones		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kyle Jones
899979583	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/828999/original.jpg	https://www.inaturalist.org/photos/828999					2014-04-24T00:00:00Z	cassi saari		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	cassi saari
899977095	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/817936/original.JPG	https://picasaweb.google.com/103744238038089080957/April292014#6007739822739463426					2014-04-28T00:00:00Z	103744238038089080957		iNaturalist	http://creativecommons.org/licenses/by-nc-nd/4.0/	103744238038089080957
899966567	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/780719/original.jpg	https://www.inaturalist.org/photos/780719					2014-04-10T16:47:30Z	Fluff Berger		iNaturalist	http://creativecommons.org/licenses/by-sa/4.0/	Fluff Berger
899961344	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/765066/original.jpg	https://www.inaturalist.org/photos/765066					2014-04-03T18:50:15Z	Christopher Tracey		iNaturalist	http://creativecommons.org/licenses/by-nc-sa/4.0/	Christopher Tracey
899961318	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/765067/original.jpg	https://www.inaturalist.org/photos/765067					2014-04-03T18:50:29Z	Christopher Tracey		iNaturalist	http://creativecommons.org/licenses/by-nc-sa/4.0/	Christopher Tracey
899959000	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/757040/original.JPG	https://www.inaturalist.org/photos/757040					2014-03-28T15:44:10Z	boschniakia		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	boschniakia
899957174	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/751460/original.JPG	https://www.inaturalist.org/photos/751460					2014-03-28T13:21:35Z	James Maughn		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	James Maughn
899955483	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/761873/original.jpg	https://www.inaturalist.org/photos/761873					2014-03-28T17:24:33Z	tickqueen		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	tickqueen
891751678	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/543232/original.JPG	https://www.inaturalist.org/photos/543232					2013-10-08T17:11:51Z	Rob Curtis		iNaturalist	http://creativecommons.org/licenses/by-nc-sa/4.0/	Rob Curtis
891746699	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/522903/original.jpg	https://www.inaturalist.org/photos/522903					2013-10-02T16:37:22Z	Charlie Hohn		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Charlie Hohn
891153345	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/332560/original.jpg	https://www.inaturalist.org/photos/332560					2013-05-15T07:01:02Z	Kyle Jones		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kyle Jones
891144122	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/306779/original.JPG	https://www.inaturalist.org/photos/306779					2013-04-25T21:36:15Z	Ron Payne		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Ron Payne
891139947	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/294863/original.jpg	https://www.inaturalist.org/photos/294863					2013-04-11T00:00:00Z	hobiecat		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	hobiecat
891108507	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/208641/original.JPG	https://www.inaturalist.org/photos/208641					2012-11-22T19:56:12Z	Rob Curtis		iNaturalist	http://creativecommons.org/licenses/by-nc-sa/4.0/	Rob Curtis
891108507	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/208640/original.JPG	https://www.inaturalist.org/photos/208640					2012-11-22T19:57:37Z	Rob Curtis		iNaturalist	http://creativecommons.org/licenses/by-nc-sa/4.0/	Rob Curtis
891079633	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/112254/original.jpg	https://www.inaturalist.org/photos/112254					2012-05-06T19:37:17Z	Charlie Hohn		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Charlie Hohn
891073934	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/92790/original.jpg	https://www.inaturalist.org/photos/92790					2012-03-22T00:00:00Z	cyric		iNaturalist	http://creativecommons.org/licenses/by-nc-sa/4.0/	cyric
891029831	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/592905/original.jpg	https://www.inaturalist.org/photos/592905					2013-11-28T18:36:50Z	Zygy		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	Zygy
891029831	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/592906/original.jpg	https://www.inaturalist.org/photos/592906					2013-11-28T18:37:10Z	Zygy		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	Zygy
4431288527	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/330606184/original.jpg	https://www.inaturalist.org/photos/330606184					2023-10-24T13:10:11Z	nr_travis		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	nr_travis
4431281565	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/330419908/original.jpeg	https://www.inaturalist.org/photos/330419908					2023-10-24T04:52:34Z	phuffcutt		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	phuffcutt
4431281565	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/330419918/original.jpeg	https://www.inaturalist.org/photos/330419918					2023-10-24T04:51:41Z	phuffcutt		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	phuffcutt
4431281565	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/330419891/original.jpeg	https://www.inaturalist.org/photos/330419891					2023-10-24T04:51:08Z	phuffcutt		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	phuffcutt
4431262255	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/330274732/original.jpg	https://www.inaturalist.org/photos/330274732					2023-10-23T14:32:01Z	jolaru		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	jolaru
4431257443	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/330359410/original.jpg	https://www.inaturalist.org/photos/330359410					2023-10-23T20:53:35Z	Bobby McCabe		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Bobby McCabe
4431257443	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/330359389/original.jpg	https://www.inaturalist.org/photos/330359389					2023-10-23T20:53:35Z	Bobby McCabe		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Bobby McCabe
4431255477	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/330392440/original.jpg	https://www.inaturalist.org/photos/330392440					2023-10-23T20:32:46Z	Christopher Laszlo Bonis		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Christopher Laszlo Bonis
4431254658	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/330607130/original.jpeg	https://www.inaturalist.org/photos/330607130					2023-10-24T21:12:01Z	jrsschwartz		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	jrsschwartz
4431248021	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/330125265/original.jpg	https://www.inaturalist.org/photos/330125265					2023-10-22T19:10:00Z	Ben Zerante		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Ben Zerante
4431242129	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/330191816/original.jpeg	https://www.inaturalist.org/photos/330191816					2023-10-22T20:11:00Z	Benigno Veraz		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Benigno Veraz
4431242129	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/330191811/original.jpeg	https://www.inaturalist.org/photos/330191811					2023-10-22T20:10:26Z	Benigno Veraz		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Benigno Veraz
4431242129	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/330191835/original.jpeg	https://www.inaturalist.org/photos/330191835					2023-10-22T20:01:14Z	Benigno Veraz		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Benigno Veraz
4431242129	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/330191828/original.jpeg	https://www.inaturalist.org/photos/330191828					2023-10-22T20:11:51Z	Benigno Veraz		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Benigno Veraz
4431227276	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/329579756/original.jpg	https://www.inaturalist.org/photos/329579756					2023-10-21T00:21:18Z	Kyle Aldinger		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kyle Aldinger
4431224649	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/329872980/original.jpg	https://www.inaturalist.org/photos/329872980					2023-10-21T19:19:28Z	Kyle Aldinger		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kyle Aldinger
4431216350	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/329579680/original.jpg	https://www.inaturalist.org/photos/329579680					2023-10-21T00:22:03Z	Kyle Aldinger		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kyle Aldinger
4431207481	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/329794124/original.jpg	https://www.inaturalist.org/photos/329794124					2023-10-21T21:16:21Z	fishmansf4		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	fishmansf4
4431207481	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/329794090/original.jpg	https://www.inaturalist.org/photos/329794090					2023-10-21T21:16:21Z	fishmansf4		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	fishmansf4
4431205304	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/329579848/original.jpg	https://www.inaturalist.org/photos/329579848					2023-10-21T00:19:43Z	Kyle Aldinger		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kyle Aldinger
4431201413	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/329579878/original.jpg	https://www.inaturalist.org/photos/329579878					2023-10-21T00:19:16Z	Kyle Aldinger		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kyle Aldinger
4431196784	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/329873044/original.jpg	https://www.inaturalist.org/photos/329873044					2023-10-21T19:19:22Z	Kyle Aldinger		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kyle Aldinger
4431196782	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/329871786/original.jpg	https://www.inaturalist.org/photos/329871786					2023-10-22T02:17:23Z	Kyle Aldinger		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kyle Aldinger
4431192409	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/328855398/original.jpg	https://www.inaturalist.org/photos/328855398					2023-10-18T01:41:30Z	Braden Wojahn		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Braden Wojahn
4431184267	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/329456785/original.jpeg	https://www.inaturalist.org/photos/329456785					2023-10-20T03:38:33Z	Kyle Aldinger		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kyle Aldinger
4431183277	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/329582825/original.jpg	https://www.inaturalist.org/photos/329582825					2023-10-21T01:10:46Z	Kyle Aldinger		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kyle Aldinger
4431183109	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/329456712/original.jpeg	https://www.inaturalist.org/photos/329456712					2023-10-20T03:40:23Z	Kyle Aldinger		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kyle Aldinger
4431182568	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/329038018/original.jpeg	https://www.inaturalist.org/photos/329038018					2023-10-18T19:42:18Z	azornoutdoors		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	azornoutdoors
4431177957	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/329188596/original.jpg	https://www.inaturalist.org/photos/329188596					2023-10-19T00:24:45Z	Kyle Aldinger		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kyle Aldinger
4431173836	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/329190211/original.jpg	https://www.inaturalist.org/photos/329190211					2023-10-19T13:25:37Z	Erin Faulkner		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Erin Faulkner
4431173186	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/329456795/original.jpeg	https://www.inaturalist.org/photos/329456795					2023-10-20T03:38:16Z	Kyle Aldinger		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kyle Aldinger
4431171644	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/329188653/original.jpg	https://www.inaturalist.org/photos/329188653					2023-10-19T00:24:33Z	Kyle Aldinger		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kyle Aldinger
4431163929	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/329322944/original.jpeg	https://www.inaturalist.org/photos/329322944					2023-10-19T23:01:53Z	Ryan		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Ryan
4431159186	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/329457081/original.jpeg	https://www.inaturalist.org/photos/329457081					2023-10-20T02:04:22Z	Kyle Aldinger		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kyle Aldinger
4431157220	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/329579781/original.jpg	https://www.inaturalist.org/photos/329579781					2023-10-21T00:21:09Z	Kyle Aldinger		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kyle Aldinger
4431148039	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/329389121/original.jpeg	https://www.inaturalist.org/photos/329389121					2023-10-19T05:30:18Z	Michael Hinczewski		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Michael Hinczewski
4431148039	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/329388606/original.jpeg	https://www.inaturalist.org/photos/329388606					2023-10-19T05:30:05Z	Michael Hinczewski		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Michael Hinczewski
4431146567	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/328968178/original.jpeg	https://www.inaturalist.org/photos/328968178					2023-10-18T15:19:32Z	Diana Sironi		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Diana Sironi
4431146567	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/329989093/original.jpeg	https://www.inaturalist.org/photos/329989093					2023-10-18T18:19:32Z	Diana Sironi		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Diana Sironi
4431142888	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/329188523/original.jpg	https://www.inaturalist.org/photos/329188523					2023-10-19T02:45:07Z	Kyle Aldinger		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kyle Aldinger
4431140970	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/328567562/original.jpeg	https://www.inaturalist.org/photos/328567562					2023-10-16T21:32:16Z	Abe		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Abe
4431138040	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/328612841/original.jpg	https://www.inaturalist.org/photos/328612841					2023-10-17T01:26:48Z	kerchermadalyn		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	kerchermadalyn
4431138040	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/328612850/original.jpg	https://www.inaturalist.org/photos/328612850					2023-10-17T01:26:48Z	kerchermadalyn		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	kerchermadalyn
4431135967	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/328538400/original.jpg	https://www.inaturalist.org/photos/328538400					2023-10-16T19:18:48Z	Zoe Heckathorn		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Zoe Heckathorn
4431135967	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/328538481/original.jpg	https://www.inaturalist.org/photos/328538481					2023-10-16T19:18:48Z	Zoe Heckathorn		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Zoe Heckathorn
4431126333	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/328072261/original.jpg	https://www.inaturalist.org/photos/328072261					2023-10-15T01:52:25Z	Kyle Aldinger		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kyle Aldinger
4431120996	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/328592857/original.jpg	https://www.inaturalist.org/photos/328592857					2023-10-16T23:17:02Z	Kyle Aldinger		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kyle Aldinger
4431116602	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/328343131/original.jpeg	https://www.inaturalist.org/photos/328343131					2023-10-15T22:57:51Z	fivedozenwhales		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	fivedozenwhales
4431116602	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/328343111/original.jpeg	https://www.inaturalist.org/photos/328343111					2023-10-15T22:57:40Z	fivedozenwhales		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	fivedozenwhales
4431097918	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/328592898/original.jpg	https://www.inaturalist.org/photos/328592898					2023-10-16T23:16:22Z	Kyle Aldinger		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kyle Aldinger
4431095979	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/328593008/original.jpg	https://www.inaturalist.org/photos/328593008					2023-10-16T23:11:58Z	Kyle Aldinger		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kyle Aldinger
4431091288	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/328804813/original.jpeg	https://www.inaturalist.org/photos/328804813					2023-10-17T21:33:21Z	Elise Smith		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Elise Smith
4431091288	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/328804850/original.jpeg	https://www.inaturalist.org/photos/328804850					2023-10-17T21:33:21Z	Elise Smith		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Elise Smith
4431077381	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/327537481/original.jpeg	https://www.inaturalist.org/photos/327537481					2023-10-09T21:09:38Z	Ezra		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Ezra
4431077381	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/327537502/original.jpeg	https://www.inaturalist.org/photos/327537502					2023-10-09T23:09:50Z	Ezra		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Ezra
4431077240	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/328047717/original.jpg	https://www.inaturalist.org/photos/328047717					2023-10-14T23:31:11Z	Kyle Aldinger		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kyle Aldinger
4431075192	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/328047687/original.jpg	https://www.inaturalist.org/photos/328047687					2023-10-14T23:31:38Z	Kyle Aldinger		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kyle Aldinger
4431071221	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/328072315/original.jpg	https://www.inaturalist.org/photos/328072315					2023-10-15T01:50:41Z	Kyle Aldinger		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kyle Aldinger
4431070295	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/328047513/original.jpg	https://www.inaturalist.org/photos/328047513					2023-10-14T23:55:34Z	Kyle Aldinger		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kyle Aldinger
4431064943	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/327876919/original.jpg	https://www.inaturalist.org/photos/327876919					2023-10-14T03:36:50Z	Kyle Aldinger		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kyle Aldinger
4431057087	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/327995391/original.jpg	https://www.inaturalist.org/photos/327995391					2023-10-14T18:23:24Z	Kyle Aldinger		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kyle Aldinger
4431056824	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/327807281/original.jpg	https://www.inaturalist.org/photos/327807281					2023-10-14T02:58:15Z	Kyle Aldinger		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kyle Aldinger
4431045109	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/328047753/original.jpg	https://www.inaturalist.org/photos/328047753					2023-10-14T23:00:50Z	Kyle Aldinger		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kyle Aldinger
4431043226	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/328078494/original.jpg	https://www.inaturalist.org/photos/328078494					2023-10-15T02:45:56Z	Kyle Aldinger		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kyle Aldinger
4431037190	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/328046458/original.jpg	https://www.inaturalist.org/photos/328046458					2023-10-15T00:17:48Z	Kyle Aldinger		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kyle Aldinger
4431035217	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/328072219/original.jpg	https://www.inaturalist.org/photos/328072219					2023-10-15T01:53:20Z	Kyle Aldinger		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kyle Aldinger
4431029995	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/327868696/original.jpg	https://www.inaturalist.org/photos/327868696					2023-10-13T20:11:31Z	Richard Littauer		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Richard Littauer
4431029254	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/328115203/original.jpeg	https://www.inaturalist.org/photos/328115203					2023-10-14T18:50:14Z	lincoln_nc		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	lincoln_nc
4431026257	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/328072420/original.jpg	https://www.inaturalist.org/photos/328072420					2023-10-15T01:47:14Z	Kyle Aldinger		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kyle Aldinger
4431026257	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/328072377/original.jpg	https://www.inaturalist.org/photos/328072377					2023-10-15T01:47:14Z	Kyle Aldinger		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kyle Aldinger
4431026257	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/328072349/original.jpg	https://www.inaturalist.org/photos/328072349					2023-10-15T01:47:14Z	Kyle Aldinger		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kyle Aldinger
4431021845	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/327081508/original.jpg	https://www.inaturalist.org/photos/327081508					2023-10-11T01:28:53Z	Kyle Aldinger		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kyle Aldinger
4431005760	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/327081477/original.jpg	https://www.inaturalist.org/photos/327081477					2023-10-11T01:29:16Z	Kyle Aldinger		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kyle Aldinger
4430989405	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/326302317/original.jpeg	https://www.inaturalist.org/photos/326302317					2023-10-03T15:38:43Z	komalchhaya		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	komalchhaya
4430988603	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/326357141/original.jpeg	https://www.inaturalist.org/photos/326357141					2023-10-08T20:59:54Z	Julien de Cosmi		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Julien de Cosmi
4430988603	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/326357190/original.jpeg	https://www.inaturalist.org/photos/326357190					2023-10-08T21:00:08Z	Julien de Cosmi		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Julien de Cosmi
4430988603	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/326401631/original.jpeg	https://www.inaturalist.org/photos/326401631					2023-10-08T20:57:13Z	Julien de Cosmi		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Julien de Cosmi
